time,SlantCorrectedReads
0.0832408435072142,-0.0400000000000205
0.166481687014428,6.96135013383821
0.249722530521643,2.96270026767644
0.332963374028857,-1.03594959848539
0.416204217536071,-2.03459946464716
0.499445061043285,1.96675066919107
0.582685904550499,2.9681008030293
0.665926748057714,5.96945093686753
0.749167591564928,1.9708010707057
0.832408435072142,0.972151204543934
0.915649278579356,2.97350133838216
0.99889012208657,0.974851472220394
1.08213096559378,0.976201606058623
1.165371809101,-1.02244826010315
1.24861265260821,3.97890187373503
1.33185349611543,1.98025200757326
1.41509433962264,-2.01839785858851
1.49833518312986,1.98295227524972
1.58157602663707,0.984302409087945
1.66481687014428,-2.01434745707388
1.7480577136515,-5.01299732323565
1.83129855715871,-2.01164718939742
1.91453940066593,-0.0102970555591924
1.99778024417314,-3.00894692172096
2.08102108768036,-4.00759678788279
2.16426193118757,1.99375334595544
2.24750277469478,-1.00489652020633
2.330743618202,1.9964536136319
2.41398446170921,-2.00219625252987
2.49722530521643,-0.000846118691697484
2.58046614872364,-2.99949598485347
2.66370699223085,-1.99814585101524
2.74694783573807,2.00320428282299
2.83018867924528,-1.99544558333878
2.9134295227525,3.00590455049945
2.99667036625971,-0.992745315662376
3.07991120976693,3.00860481817585
3.16315205327414,-3.99004504798592
3.24639289678135,-1.98869491414769
3.32963374028857,4.01265521969054
3.41287458379578,2.01400535352872
3.496115427303,-7.98464451263305
3.57935627081021,-3.98329437879482
3.66259711431743,0.018055755043406
3.74583795782464,0.0194058888816357
3.82907880133185,-4.97924397728019
3.91231964483907,-2.97789384344196
3.99556048834628,-1.97654370960373
4.0788013318535,7.0248064242345
4.16204217536071,0.0261565580727279
4.24528301886792,0.0275066919109577
4.32852386237514,1.02885682574913
4.41176470588235,0.0302069595873604
4.49500554938957,-0.96844290657441
4.57824639289678,-0.96709277273618
4.661487236404,0.0342573611020498
4.74472807991121,4.03560749494022
4.82796892341842,7.03695762877845
4.91120976692564,2.03830776261668
4.99445061043285,5.03965789645491
5.07769145394007,6.04100803029314
5.16093229744728,1.04235816413131
5.2441731409545,0.0437082979695447
5.32741398446171,3.04505843180777
5.41065482796892,1.046408565646
5.49389567147614,-5.95224130051577
5.57713651498335,3.04910883332241
5.66037735849057,4.05045896716064
5.74361820199778,1.05180910099887
5.826859045505,-3.9468407651629
5.91009988901221,-1.94549063132467
5.99334073251942,4.05585950251356
6.07658157602664,-2.94279036364827
6.15982241953385,2.05855977018996
6.24306326304107,1.05990990402819
6.32630410654828,-5.93873996213358
6.40954495005549,1.06261017170465
6.49278579356271,7.06396030554282
6.57602663706992,1.06531043938105
6.65926748057714,2.06666057321928
6.74250832408435,-0.93198929294249
6.82574916759157,-0.93063915910426
6.90899001109878,0.0707109747339132
6.99223085460599,3.07206110857214
7.07547169811321,-3.92658875758963
7.15871254162042,2.0747613762486
7.24195338512764,1.07611151008683
7.32519422863485,1.07746164392501
7.40843507214206,1.07881177776324
