time,SlantCorrectedReads
0.0832408435072142,-2.33999999999997
0.166481687014428,1.67056212051972
0.249722530521643,-2.31887575896059
0.332963374028857,-0.30831363844095
0.416204217536071,-4.29775151792126
0.499445061043285,-3.28718939740156
0.582685904550499,-2.27662727688187
0.665926748057714,-3.26606515636217
0.749167591564928,-7.25550303584248
0.832408435072142,-8.24494091532284
0.915649278579356,-3.23437879480315
0.99889012208657,-4.22381667428346
1.08213096559378,-3.21325455376376
1.165371809101,-6.20269243324407
1.24861265260821,-5.19213031272437
1.33185349611543,5.81843180779526
1.41509433962264,3.82899392831496
1.49833518312986,-3.16044395116535
1.58157602663707,2.85011816935435
1.66481687014428,0.86068028987404
1.7480577136515,2.87124241039368
1.83129855715871,1.88180453091337
1.91453940066593,-1.10763334856694
1.99778024417314,-5.09707122804724
2.08102108768036,-0.0865091075275473
2.16426193118757,1.92405301299215
2.24750277469478,7.93461513351178
2.330743618202,2.94517725403148
2.41398446170921,4.95573937455117
2.49722530521643,1.96630149507087
2.58046614872364,3.97686361559056
2.66370699223085,7.98742573611025
2.74694783573807,8.99798785662989
2.83018867924528,1.00854997714958
2.9134295227525,2.01911209766928
2.99667036625971,4.02967421818897
3.07991120976693,-3.95976366129133
3.16315205327414,1.05079845922836
3.24639289678135,-0.938639420252002
3.32963374028857,3.07192270026769
3.41287458379578,2.08248482078739
3.496115427303,5.09304694130708
3.57935627081021,2.10360906182677
3.66259711431743,-1.88582881765359
3.74583795782464,1.1247333028661
3.82907880133185,5.1352954233858
3.91231964483907,4.14585754390549
3.99556048834628,-0.843580335574813
4.0788013318535,-4.83301821505512
4.16204217536071,-0.822456094535482
4.24528301886792,-2.81189397401579
4.32852386237514,-2.80133185349609
4.41176470588235,-0.790769732976401
4.49500554938957,1.21979238754329
4.57824639289678,-5.76964549193701
4.661487236404,2.24091662858262
4.74472807991121,0.251478749102318
4.82796892341842,3.26204086962201
4.91120976692564,2.27260299014171
4.99445061043285,2.2831651106614
5.07769145394007,-2.70627276881896
5.16093229744728,0.304289351700731
5.2441731409545,5.31485147222043
5.32741398446171,4.32541359274012
5.41065482796892,4.33597571325981
5.49389567147614,1.34653783377951
5.57713651498335,-4.64290004570086
5.66037735849057,-1.63233792518116
5.74361820199778,4.37822419533853
5.826859045505,-3.61121368414177
5.91009988901221,-2.60065156362208
5.99334073251942,0.409910556897614
6.07658157602664,0.420472677417251
6.15982241953385,4.43103479793695
6.24306326304107,5.44159691845664
6.32630410654828,-0.547840961023667
6.40954495005549,-1.53727884050397
6.49278579356271,1.47328328001566
6.57602663706992,10.4838454005354
6.65926748057714,3.49440752105505
6.74250832408435,3.50496964157475
6.82574916759157,11.5155317620944
6.90899001109878,5.52609388261413
6.99223085460599,4.53665600313377
7.07547169811321,0.547218123653465
7.15871254162042,0.557780244173159
7.24195338512764,6.56834236469285
7.32519422863485,-3.42109551478745
7.40843507214206,9.58946660573224
7.49167591564928,3.60002872625188
7.57491675915649,3.61059084677157
7.65815760266371,-0.378847032708734
7.74139844617092,7.63171508781096
7.82463928967814,5.64227720833065
7.90788013318535,4.65283932885035
7.99112097669256,2.66340144936999
8.07436182019978,5.67396356988968
8.15760266370699,2.68452569040937
8.24084350721421,1.69508781092907
8.32408435072142,5.70564993144876
8.40732519422864,3.7162120519684
8.49056603773585,9.72677417248809
8.57380688124306,5.73733629300779
8.65704772475028,8.74789841352748
