time,SlantCorrectedReads
0.0832408435072142,2.98000000000002
0.166481687014428,-0.011381689190614
0.249722530521643,-2.0027633783813
0.332963374028857,-3.99414506757194
0.416204217536071,-1.98552675676262
0.499445061043285,0.0230915540467436
0.582685904550499,0.0317098648560545
0.665926748057714,3.04032817566542
0.749167591564928,-0.951053513525267
0.832408435072142,3.0575647972841
0.915649278579356,2.06618310809341
0.99889012208657,-0.92519858109722
1.08213096559378,3.08341972971209
1.165371809101,-0.907961959478541
1.24861265260821,5.10065635133077
1.33185349611543,0.109274662140137
1.41509433962264,0.117892972949448
1.49833518312986,0.126511283758816
1.58157602663707,2.13512959456813
1.66481687014428,-0.856252094622505
1.7480577136515,0.152366216186806
1.83129855715871,3.16098452699617
1.91453940066593,4.16960283780548
1.99778024417314,-0.821778851385147
2.08102108768036,5.18683945942416
2.16426193118757,-3.80454222976647
2.24750277469478,-0.795923918957158
2.330743618202,-1.78730560814779
2.41398446170921,1.22131270266152
2.49722530521643,0.229931013470889
2.58046614872364,-0.761450675719743
2.66370699223085,-1.75283236491043
2.74694783573807,2.25578594589894
2.83018867924528,3.26440425670825
2.9134295227525,-0.726977432482386
2.99667036625971,1.28164087832693
3.07991120976693,4.29025918913629
3.16315205327414,2.2988774999456
3.24639289678135,-1.69250418924503
3.32963374028857,-5.68388587843572
3.41287458379578,-4.67526756762635
3.496115427303,1.33335074318296
3.57935627081021,5.34196905399233
3.66259711431743,0.35058736480164
3.74583795782464,-3.64079432438899
3.82907880133185,-2.63217601357968
3.91231964483907,-2.62355770277031
3.99556048834628,0.385060608038998
4.0788013318535,-2.60632108115163
4.16204217536071,-0.597702770342323
4.24528301886792,-1.58908445953296
4.32852386237514,4.41953385127636
4.41176470588235,0.428152162085723
4.49500554938957,-6.56322952710497
4.57824639289678,-1.5546112162956
4.661487236404,0.454007094513713
4.74472807991121,-1.53737459467692
4.82796892341842,-5.52875628386761
4.91120976692564,-2.52013797305824
4.99445061043285,-3.51151966224887
5.07769145394007,-3.50290135143956
5.16093229744728,-1.49428304063019
5.2441731409545,2.51433527017912
5.32741398446171,0.522953580988485
5.41065482796892,-2.4684281082022
5.49389567147614,-8.45980979739284
5.57713651498335,-6.45119148658353
5.66037735849057,-7.44257317577416
5.74361820199778,-0.433954864964846
5.826859045505,-2.42533655415548
5.91009988901221,-3.41671824334617
5.99334073251942,-5.4080999325368
6.07658157602664,-0.399481621727489
6.15982241953385,1.60913668908188
6.24306326304107,-0.38224500010881
6.32630410654828,1.62637331070056
6.40954495005549,-0.365008378490131
6.49278579356271,-1.35639006768076
6.57602663706992,-1.34777175687145
6.65926748057714,-0.339153446062085
6.74250832408435,-7.33053513525277
6.82574916759157,-2.32191682444341
6.90899001109878,-5.31329851363409
6.99223085460599,-7.30468020282473
7.07547169811321,-4.29606189201542
7.15871254162042,-9.28744358120605
7.24195338512764,-3.27882527039674
7.32519422863485,-4.27020695958737
7.40843507214206,-4.261588648778
7.49167591564928,-4.25297033796869
7.57491675915649,-6.24435202715932
7.65815760266371,2.76426628364999
7.74139844617092,-5.22711540554064
7.82463928967814,0.781502905268667
7.90788013318535,-4.20987878392197
7.99112097669256,-12.2012604731127
8.07436182019978,-7.19264216230329
8.15760266370699,-8.18402385149398
8.24084350721421,-5.17540554068461
8.32408435072142,-5.1667872298753
8.40732519422864,-6.15816891906593
8.49056603773585,-2.14955060825662
8.57380688124306,-6.14093229744725
8.65704772475028,-8.13231398663794
8.74028856825749,-2.12369567582857
8.82352941176471,-7.11507736501926
8.90677025527192,-0.106459054209893
8.99001109877914,-3.09784074340058
9.07325194228635,-0.0892224325912139
9.15649278579356,2.9193958782181
9.23973362930078,0.928014189027465
9.32297447280799,-3.06336750016322
9.40621531631521,-2.05474918935386
9.48945615982242,-1.04613087854455
9.57269700332964,-9.03751256773518
9.65593784683685,-3.02889425692587
9.73917869034406,-7.0202759461165
9.82241953385128,-8.01165763530713
9.90566037735849,5.99696067550218
9.9889012208657,0.00557898631154785
10.0721420643729,-2.98580270287914
10.1553829078801,-3.97718439206977
10.2386237513873,-3.96856608126046
10.3218645948946,3.04005222954891
10.4051054384018,10.0486705403582
10.488346281909,20.0572888511676
10.5715871254162,34.0659071619769
10.6548279689234,62.0745254727863
10.7380688124306,114.083143783596
10.8213096559378,193.091762094405
10.9045504994451,318.100380405214
10.9877913429523,500.108998716024
11.0710321864595,751.117617026833
11.1542730299667,1072.12623533764
11.2375138734739,1478.13485364845
11.3207547169811,1954.14347195926
11.4039955604883,2508.15209027007
11.4872364039956,3108.16070858088
11.5704772475028,3735.16932689169
11.65371809101,4346.1779452025
11.7369589345172,4939.18656351331
11.8201997780244,5480.19518182412
11.9034406215316,5943.20380013493
11.9866814650388,6327.21241844574
